Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
TPS54160	3.5V to 60V Input, 1.5A Step-Down Converter with Eco-Mode	ACTIVE	SLIM199A	TPS54160 TINA-TI Transient Spice Model (Rev. A)
TPS54160A	3.5V to 60V Input, 1.5A Step-Down Converter with Eco-Mode	ACTIVE	SLIM199A	TPS54160 TINA-TI Transient Spice Model (Rev. A)
TPS5420	5.5V to 36V Input, 2A, 500kHz Step-Down Converter	ACTIVE	SLVMAM0	TPS5420 TINA-TI Transient Spice Model
TPS54200	4.5V to 28V input voltage, synchronous buck LED driver	ACTIVE	SLUM570	TPS54200 TINA-TI Transient Spice Model
TPS54218	2.95V to 6V Input, 2A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVM138	TPS54218 TINA-TI Transient Spice Model
TPS54218	2.95V to 6V Input, 2A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVM530	TPS54218 TINA-TI Average Spice Model
TPS54225	4.5 V to 18 V input, 2 A synchronous step-down converter in HTSSOP package	ACTIVE	SLIM284	TPS54225 TINA-TI Transient Spice Model
TPS54226	4.5V to 18V Input, 2A Synchronous Step-Down Converter with Eco-Mode&trade;	ACTIVE	SLVM224	TPS54226 TINA-TI Transient Spice Model
TPS54227	4.5 V to 18 V input, 2 A synchronous step-down converter in HSOP and VSON package	ACTIVE	SLVM383	TPS54227 TINA-TI Transient Spice Model
TPS54228	4.5V to 18V Input, 2-A Synchronous Step-Down Converter with Eco-mode™	ACTIVE	SLVM417	TPS54228 TINA-TI Transient Spice Model
TPS54231	3.5 to 28V Input, 2A, 570kHz Step-Down Converter with Eco-mode&trade;	ACTIVE	SLUM342	TPS54231 TINA-TI Transient Spice Model
TPS54239	4.5V to 23V Input, 2A Synchronous Step-Down Converter with D-CAP2 Mode	ACTIVE	SLVM849	TPS54239 TINA-TI Transient Spice Model
TPS54240	3.5V to 42V Input, 2.5A Step-Down Converter with Eco-Mode	ACTIVE	SLVM272	TPS54240 TINA-TI Transient Spice Model
TPS54240-Q1	Automotive 3.5V to 42V, 2.5A Buck Converter with Eco-Mode&trade;	ACTIVE	SLVM272	TPS54240 TINA-TI Transient Spice Model
TPS54260	3.5V to 60V Input, 2.5A Step-Down Converter with Eco-Mode	ACTIVE	SLVM348	TPS54260 TINA-TI Transient Spice Model 
TPS54260-Q1	Automotive 3.5V to 60V, 2.5A Step-down Converter with Eco-Mode™	ACTIVE	SLVM348	TPS54260 TINA-TI Transient Spice Model 
TPS54283	4.5V to 28V Input, Dual 2A Output, 300kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUM038	TPS54283 TINA-TI Average Spice Model
TPS54283	4.5V to 28V Input, Dual 2A Output, 300kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUM074	TPS54283 TINA-TI Transient Spice Model
TPS54286	4.5V to 28V Input, Dual 2A Output, 600kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUM041	TPS54286 TINA-TI Average Spice Model
TPS54286	4.5V to 28V Input, Dual 2A Output, 600kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUM076	TPS54286 TINA-TI Transient Spice Model
TPS54290	4.5 V to 18 V input, 300 kHz, 1.5 / 2.5 A dual synchronous step-down converter	ACTIVE	SLUM165	TPS54290 TINA-TI Transient Spice Model
TPS54291	4.5 V to 18 V input, 600 kHz, 1.5 / 2.5 A dual synchronous step-down converter	ACTIVE	SLUM163	TPS54291 TINA-TI Transient Spice Model
TPS54292	4.5 V to 18 V input, 1.2 MHz, 1.5 / 2.5 A dual synchronous step-down converter	ACTIVE	SLUM161	TPS54292 TINA-TI Transient Spice Model
TPS5430	5.5V to 36V Input, 3A, 500kHz Step-Down Converter	ACTIVE	SLVM095	TPS5430 TINA-TI Transient Spice Model
TPS5430-Q1	Automotive 5.5V to 36V, 500kHz Fixed Frequency 3A Buck Converter	ACTIVE	SLVM095	TPS5430 TINA-TI Transient Spice Model
TPS54310	3V to 6V Input, 3A Synchronous Step-Down Converter	ACTIVE	SGLM019	TPS54310 TINA-TI Average Spice Model
TPS54310	3V to 6V Input, 3A Synchronous Step-Down Converter	ACTIVE	SLIM180	TPS54310 TINA-TI Transient Spice Model
TPS54311	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter with 0.9V Output 	ACTIVE	SLVM166	TPS54311 TINA-TI Transient Spice Model
TPS54312	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter with 1.2V Output 	ACTIVE	SLVM190	TPS54312xx TINA-TI Transient Spice Model
TPS54312-EP	Enhanced Product 3-V To 6-V In, 3-A Out, Synchronous-Buck Pwm Switchers W/ Integrated Fets	ACTIVE	SLVM190	TPS54312xx TINA-TI Transient Spice Model
TPS54313	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter with 1.5V Output 	ACTIVE	SLVM188	TPS54313xx TINA-TI Transient Spice Model
TPS54313-EP	Enhanced Product 3-V To 6-V, 3-A Output Synchronous-Buck Pwm Switcher W/Integrated Fets	ACTIVE	SLVM188	TPS54313xx TINA-TI Transient Spice Model
TPS54314	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter with 1.8V Output 	ACTIVE	SLVM186	TPS54314xx TINA-TI Transient Spice Model
TPS54314-EP	Enhanced Product 3-V To 6-V, 3-A Output Synchronous-Buck Pwm Switcher W/Integrated Fets	ACTIVE	SLVM186	TPS54314xx TINA-TI Transient Spice Model
TPS54315	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter with 2.5V Output 	ACTIVE	SLVM184	TPS54315xx TINA-TI Transient Spice Model
TPS54315-EP	Enhanced Product 3-V To 6-V, 3-A Output Synchronous-Buck Pwm Switcher W/Integrated Fets	ACTIVE	SLVM184	TPS54315xx TINA-TI Transient Spice Model
TPS54316	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter with 3.3V Output 	ACTIVE	SLVM180	TPS54316xx TINA-TI Transient Spice Model
TPS54316-EP	Enhanced Product 3-V To 6-V, 3-A Output Synchronous-Buck Pwm Switcher W/Integrated Fets	ACTIVE	SLVM180	TPS54316xx TINA-TI Transient Spice Model
TPS54317	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVM302	TPS54317 TINA-TI Transient Spice Model
TPS54318	2.95V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVM652	TPS54318 TINA-TI Transient Spice Model
TPS54319	2.95 V to 6 V input, 3 A, 2 MHz SWIFT™ synchronous step-down converter in a 3 mm x 3 mm QFN package	ACTIVE	SLVM466	TPS54319 TINA-TI Transient Spice Model
TPS54319	2.95 V to 6 V input, 3 A, 2 MHz SWIFT™ synchronous step-down converter in a 3 mm x 3 mm QFN package	ACTIVE	SLVM488	TPS54319 TINA-TI Average Spice Model
TPS5432	2.95V to 6V Input, 3A Synchronous Step-Down Converter	ACTIVE	SLVM909	TPS5432 TINA-TI Average Spice Model
TPS54320	4.5V to 17V Input, 3A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVM677	TPS54320 TINA-TI Transient Spice Model
TPS54320	4.5V to 17V Input, 3A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVMA69	TPS54320 TINA-TI Average Spice Model
TPS54325	4.5V to 18V Input, 3A Synchronous Step-Down Converter	ACTIVE	SLVM200	TPS54325 TINA-TI Transient Spice Model
TPS54326	4.5V to 18V Input, 3A Synchronous Step-Down Converter with Eco-Mode&trade;	ACTIVE	SLVM264	TPS54326 TINA-TI Transient Spice Model
TPS54327	4.5V to 18V Input, 3-A Synchronous Step-Down Converter	ACTIVE	SLVM311	TPS54327 TINA-TI Transient Spice Model
TPS54328	4.5V to 18V Input, 3-A Synchronous Step-Down Converter with Eco-mode™	ACTIVE	SLVM339	TPS54328 TINA-TI Transient Spice Model
TPS54331	3.5V to 28V Input, 3A, 570kHz Step-Down Converter with Eco-mode	ACTIVE	SLIM042A	TPS54331 TINA-TI Transient Spice Model (Rev. A)
TPS54331	3.5V to 28V Input, 3A, 570kHz Step-Down Converter with Eco-mode	ACTIVE	SLVMC21	TPS54331 TINA-TI Average Spice Model
TPS54335A	4.5V to 28V Input, 3A, Synchronous, Step-Down Converter with Eco-mode	ACTIVE	SLVMAY1	TPS54335A TINA-TI Average Spice Model
TPS54336A	4.5V to 28V Input, 3A, Synchronous Step-Down Converter with Eco-mode(tm)	ACTIVE	SLVM980	TPS54336A TINA-TI Average Spice Model
TPS54339	4.5V to 23V Input, 3A Synchronous Step-Down Converter with D-CAP2 Mode	ACTIVE	SLVM836	TPS54339 TINA-TI Transient Spice Model
TPS54340	42 V Input, 3.5 A, Step-Down DC/DC Converter with Eco-mode&trade;	ACTIVE	SLVM985	TPS54340 TINA-TI Transient Spice Model
TPS54340B	42-V input, 3.5-A, step-down DC/DC converter with Eco-mode™	ACTIVE	SLVM985	TPS54340 TINA-TI Transient Spice Model
TPS54350	4.5V to 20V Input, 3A Synchronous Step-Down Converter with Low-Side Gate Driver	ACTIVE	SLVM746	TPS54350 TINA-TI Transient Spice Model
TPS54360	4.5V to 60 V Input, 3.5 A Step-Down Converter with Eco-mode	ACTIVE	SLVM957	TPS54360 TINA-TI Average Spice Model
TPS54360	4.5V to 60 V Input, 3.5 A Step-Down Converter with Eco-mode	ACTIVE	SLVM987	TPS54360 TINA-TI Transient Spice Model
TPS54360-Q1	4.5-V to 60-V Input, 3.5-A, Step-Down DC-DC Converter with Eco-mode&trade;	NRND	SLVM957	TPS54360 TINA-TI Average Spice Model
TPS54360-Q1	4.5-V to 60-V Input, 3.5-A, Step-Down DC-DC Converter with Eco-mode&trade;	NRND	SLVM987	TPS54360 TINA-TI Transient Spice Model
TPS54360B	60-V input, 3.5-A, step-down DC/DC converter with Eco-Mode™	ACTIVE	SLVM957	TPS54360 TINA-TI Average Spice Model
TPS54360B	60-V input, 3.5-A, step-down DC/DC converter with Eco-Mode™	ACTIVE	SLVM987	TPS54360 TINA-TI Transient Spice Model
TPS54361	4.5 to 60V Input 3.5A Step-Down DC-DC Converter With Soft-Start and Eco-mode&trade;	ACTIVE	SLVMA06	TPS54361 TINA-TI Transient Spice Model
TPS54362-Q1	Automotive 3.6V to 48V, 3A Buck Converter with Low Iq and Voltage Supervisor	ACTIVE	SNVM702	TPS54362 TINA transient model
TPS54372	3-A Active Bus Termination/ DDR Memory DC/DC Converter	ACTIVE	SGLM027	TPS54372 TINA-TI Average Spice Model
TPS54373	3V to 6V Input, 3A Synchronous Step-Down SWIFT&trade; Converter for Prebiased Outputs	ACTIVE	SLVM300	TPS54373 TINA-TI Transient Spice Model
TPS54383	4.5V to 28V Input, Dual 3A Outputs, 300kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUC124A	TPS54383 TINA-TI Average Spice Model (Rev. A)
TPS54383	4.5V to 28V Input, Dual 3A Outputs, 300kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUM072	TPS54383 TINA-TI Transient Spice Model
TPS54386	4.5V to 28V Input, Dual 3A Outputs, 600kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUM044	TPS54386 TINA-TI Average Spice Model
TPS54386	4.5V to 28V Input, Dual 3A Outputs, 600kHz Step-Down Converter with Internal Compensation	ACTIVE	SLUM078	TPS54386 TINA-TI Transient Spice Model
TPS54386-Q1	Automotive 4.5V to 28V, 600kHz Fixed Frequency Dual 3A Buck Converter	ACTIVE	SLUM044	TPS54386 TINA-TI Average Spice Model
TPS54386-Q1	Automotive 4.5V to 28V, 600kHz Fixed Frequency Dual 3A Buck Converter	ACTIVE	SLUM078	TPS54386 TINA-TI Transient Spice Model
TPS54388C-Q1	Automotive 2.95-V to 6-V, 3-A, 2-MHz synchronous buck converter	ACTIVE	SLVM859	TPS54388-Q1 TINA-TI Transient Spice Model
TPS54395	4.5V to 18V Input, Dual 3A Output, Synchronous Step-Down Converter	ACTIVE	SLVM966	TPS54395 TINA-TI Transient Spice Model
TPS54418	2.95V to 6V Input, 4A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVM587A	TPS54418 TINA-TI Average Spice Model (Rev. A)
TPS54424	4.5V to 17V Input, Current Mode, 4A Synchronous SWIFT™ Step-Down Converter	ACTIVE	SLVMCN4	TPS54424 TINA-TI Average Spice Model
TPS54425	4.5V to 18V Input, 4A Synchronous Step-Down Converter	ACTIVE	SLIM295	TPS54425 TINA-TI Transient Spice Model
TPS54426	4.5V to 18V Input, 4A Synchronous Step-Down Converter with Eco-Mode&trade;	ACTIVE	SLVM358	TPS54426 TINA-TI Transient Spice Model
TPS54429	7V to 18V Input, 4.5A Synchronous Step-Down DCAP2 Mode Converter	ACTIVE	SLVM376	TPS54429 TINA-TI Transient Spice Model
TPS54429E	7V to 18V Input, 4.5A Synchronous Step-Down DCAP2 Mode Converter with Eco-Mode	ACTIVE	SLVM379	TPS54429E TINA-TI Transient Spice Model
TPS54478	2.95V to 6V Input, 4A Synchronous Step-Down SWIFT™ Converter with Hiccup Current Limit	ACTIVE	SLVM761	TPS54478 TINA-TI Average Spice Model
TPS544B25	4.5-V to 18-V, 20-A synchronous SWIFT™ buck converter with PMBus and frequency sync	ACTIVE	SLUM646	TPS544B25 TINA-TI Average Spice Model
TPS5450	5.5V to 36V Input, 5A, 500kHz Step Down Converter	ACTIVE	SLIM219	TPS5450 TINA-TI Transient Spice Model
TPS5450-Q1	Automotive 5.5V to 36V, 5A Buck Converter	ACTIVE	SLIM219	TPS5450 TINA-TI Transient Spice Model
TPS54519	2.95V to 6V Input, 5A Synchronous Step-Down Converter	ACTIVE	SLVMBA1	TPS54519 TINA-TI Transient Spice Model
TPS54525	4.5V to 18V Input, 5.5-A Synchronous Step-Down Converter	ACTIVE	SLVM721	TPS54525 TINA-TI Transient Spice Model
TPS54526	4.5V to 18V Input, 5.5A Synchronous Step-Down Converter with Eco-Mode&trade;	ACTIVE	SLVM951	TPS54526 TINA-TI Transient Spice Model
TPS54560	4.5V to 60 V input, 5 A step-down converter with Eco-Mode	ACTIVE	SLVM970	TPS54560 TINA-TI Transient Spice Model
TPS54560	4.5V to 60 V input, 5 A step-down converter with Eco-Mode	ACTIVE	SLVMAY3	TPS54560 TINA-TI Average Spice Model
TPS54560B	4.5-V to 60-V input, 5-A, step-down DC-DC converter with Eco-mode™	ACTIVE	SLVM970	TPS54560 TINA-TI Transient Spice Model
TPS54560B	4.5-V to 60-V input, 5-A, step-down DC-DC converter with Eco-mode™	ACTIVE	SLVMAY3	TPS54560 TINA-TI Average Spice Model
TPS54561	4.5V to 60V Input 5A Step-Down DC-DC Converter With Soft-Start and Eco-mode&trade;	ACTIVE	SLVMA93	TPS54561 TINA-TI Transient Spice Model
TPS54561-Q1	Automotive 4.5V to 60V Input 5A Step-Down DC-DC Converter With Soft-Start and Eco-mode&trade;	ACTIVE	SLVMA93	TPS54561 TINA-TI Transient Spice Model
TPS54610	3V to 6V Input, 6A Synchronous Step-Down Converter	ACTIVE	SLVM116A	TPS54610 TINA-TI Transient Spice Model (Rev. A)
TPS54610	3V to 6V Input, 6A Synchronous Step-Down Converter	ACTIVE	SLVMC74	TPS54610 TINA-TI Average Spice Model
TPS54611	3V to 6V Input, 6A Synchronous Step-Down SWIFT&trade; Converter with 0.9V Output	ACTIVE	SLVM235	TPS54611 TINA-TI Transient Spice Model
TPS54612	3V to 6V Input, 6A Synchronous Step-Down SWIFT&trade; Converter with 1.2V Output	ACTIVE	SLVM283	TPS54612 TINA-TI Transient Spice Model
TPS54613	3V to 6V Input, 6A Synchronous Step-Down SWIFT&trade; Converter with 1.5V Output	ACTIVE	SLVM285	TPS54613 TINA-TI Transient Spice Model
TPS54614	3V to 6V Input, 6A Synchronous Step-Down SWIFT&trade; Converter with 1.8V Output	ACTIVE	SLVM287	TPS54614 TINA-TI Transient Spice Model
TPS54615	3V to 6V Input, 6A Synchronous Step-Down SWIFT&trade; Converter with 2.5V Output	ACTIVE	SLVM289	TPS54615 TINA-TI Transient Spice Model
TPS54616	3V to 6V Input, 6A Synchronous Step-Down SWIFT&trade; Converter with 3.3V Output 	ACTIVE	SLVM291	TPS54616 TINA-TI Transient Spice Model
TPS54617	3V to 6V Input, 6A Synchronous Step-Down Converter	ACTIVE	SLVM306	TPS54617 TINA-TI Transient Spice Model
TPS54618	2.95V to 6V Input, 6A, Synchronous Step-Down SWIFT™ Converter	ACTIVE	SLVM550	TPS54618 TINA-TI Average Spice Model
TPS54618	2.95V to 6V Input, 6A, Synchronous Step-Down SWIFT™ Converter	ACTIVE	SLVM675	TPS54618 TINA-TI Transient Spice Model
TPS54620	4.5-V to 17-V, 6-A synchronous SWIFT™ buck converter	ACTIVE	SLIM103	TPS54620 TINA-TI Transient Spice Model
TPS54620	4.5-V to 17-V, 6-A synchronous SWIFT™ buck converter	ACTIVE	SLVM351	TPS54620 TINA-TI Average Spice Model
TPS54622	4.5-V to 17-V, 6-A synchronous SWIFT™ buck converter with hiccup current limit	ACTIVE	SLVM682	TPS54622 TINA-TI Average Spice Model
TPS54622	4.5-V to 17-V, 6-A synchronous SWIFT™ buck converter with hiccup current limit	ACTIVE	SLVM690A	TPS54622 TINA-TI Transient Spice Model (Rev. A)
TPS54623	4.5-V to 17-V, 6-A synchronous SWIFT™ buck converter with light load efficiency	ACTIVE	SLVM486	TPS54623 TINA-TI Transient Spice Model
TPS54627	4.5-V to 18-V, 6-A synchronous buck converter in HTSSOP package	ACTIVE	SLVMA02	TPS54627 TINA-TI Transient Spice Model
TPS54673	3V to 6V Input, 6A Synchronous Step-Down SWIFT&trade; Converter for Prebiased Outputs	ACTIVE	SLVM298	TPS54673 TINA-TI Transient Spice Model
TPS54678	2.95V to 6V Input, 6A Synchronous Step-Down SWIFT™ Converter with Hiccup Current Limit	ACTIVE	SLVMAH2	TPS54678 TINA TI Transient Model
TPS54810	4.5 to 5.5V Input,  8A Synchronous Step-Down Converter	ACTIVE	SLVM162	TPS54810 TINA-TI Transient Spice Model
TPS54821	4.5-V to 17-V, 8-A synchronous buck converter with hiccup current limit	ACTIVE	SLVM633	TPS54821 TINA-TI Average Spice Model
TPS54824	4.5-V to 17-V, 8-A synchronous SWIFT™ buck converter in HotRod™ QFN	ACTIVE	SLVMBZ4C	TPS54824 TINA-TI Average Spice Model (Rev. C)
TPS54910	3V to 4V Input, 9A Synchronous Step-Down Converter	ACTIVE	SLVM182	TPS54910 TINA-TI Spice Model
TPS54917	3V to 4V Input, 9A Synchronous Step-Down SWIFT&trade; Converter	ACTIVE	SLVM304	TPS54917 TINA-TI Spice Model
TPS54973	3.3V Input, 9A Synchronous Step-Down Converter for Prebiased Outputs	ACTIVE	SLVM296	TPS54973 TINA-TI Transient Spice Model
TPS55010	2.95V To 6V Input, 2W, Isolated DC/DC Converter with Integrated FETS	ACTIVE	SLVM601	TPS55010 TINA-TI Transient Spice Model
TPS55065-Q1	1.5-V to 40-V, 500-mA buck-boost converter with 5-V fixed output voltage, AEC-Q100 qualified	ACTIVE	SLIM336	TPS55065 TINA-TI Transient Spice Model
TPS55332-Q1	1.5-V to 60-V wide input range, 3-A boost converter with voltage supervisor, AEC-Q100 qualified	ACTIVE	SLVMAE5	TPS55332-Q1 TINA-TI SPICE Model
TPS55340	5-A, 40-V, wide VIN boost, flyback, & SEPIC converter	ACTIVE	SLVMA30	TPS55340 TINA-TI Transient Spice Model
TPS55340-EP	Enhanced integrated, 5-A, 40-V wide input range boost/SEPIC/flyback DC/DC regulator	ACTIVE	SLVMA30	TPS55340 TINA-TI Transient Spice Model
TPS55340-Q1	Integrated, 5-A 40-V wide input range boost/SEPIC/flyback DC/DC regulator, AEC-Q100 qualified	ACTIVE	SLVMA30	TPS55340 TINA-TI Transient Spice Model
TPS55383	4.5V to 28V Input, Dual 3A Outputs, 300kHz Step-Down Converter with External Compensation	ACTIVE	SLIM058	TPS55383 TINA-TI Transient Spice Model
TPS55383	4.5V to 28V Input, Dual 3A Outputs, 300kHz Step-Down Converter with External Compensation	ACTIVE	SLUM047	TPS55383 TINA-TI Average Spice Model
TPS55386	4.5V to 28V Input, Dual 3A Outputs, 600kHz Step-Down Converter with External Compensation	ACTIVE	SLIM060	TPS55386 TINA-TI Transient Spice Model
TPS55386	4.5V to 28V Input, Dual 3A Outputs, 600kHz Step-Down Converter with External Compensation	ACTIVE	SLUM050	TPS55386 TINA-TI Average Spice Model
TPS560430	SIMPLE SWITCHER® 36-V, 600-mA Buck Regulator With High-Efficiency Sleep Mode	ACTIVE	SLUM702	TPS560430XF TINA-TI Startup Transient Model
TPS560430	SIMPLE SWITCHER® 36-V, 600-mA Buck Regulator With High-Efficiency Sleep Mode	ACTIVE	SLUM703	TPS560430XF TINA-TI Steady State Transient Model
TPS56121	4.5-V to 14-V, 15-A synchronous SWIFT™ buck converter	ACTIVE	SLUM145	TPS56121 TINA-TI Transient Spice Model
TPS56121	4.5-V to 14-V, 15-A synchronous SWIFT™ buck converter	ACTIVE	SLUM281	TPS56121 TINA-TI Average Spice Model
TPS56221	4.5-V to 14-V, 25-A synchronous SWIFT™ buck converter	ACTIVE	SLUM204	TPS56221 TINA-TI Transient Spice Model
TPS56221	4.5-V to 14-V, 25-A synchronous SWIFT™ buck converter	ACTIVE	SLUM281	TPS56121 TINA-TI Average Spice Model
TPS56528	4.5V to 18V Input, 5-A Synchronous Step-Down Converter with Advanced Eco-mode™	ACTIVE	SLVM885	TPS56528 TINA-TI Transient Spice Model
TPS57114-EP	2.95V to 6V Input, 3.5-A Output, 2MHz, Synchronous Step Down Switcher	ACTIVE	SLVM861	TPS57114-Q1 TINA-TI Transient Spice Model
TPS57114C-Q1	Automotive 2.95-V to 6-V, 4-A, 2-MHz synchronous buck converter	ACTIVE	SLVM861	TPS57114-Q1 TINA-TI Transient Spice Model
TPS61000	Low input voltage non-synchronous boost converter with adjustable output	ACTIVE	SLVM051	TPS61000 TINA-TI Average Spice Model
TPS61000	Low input voltage non-synchronous boost converter with adjustable output	ACTIVE	SLVM053	TPS61000 TINA-TI Transient Spice Model
TPS61002	Low input voltage non-synchronous boost converter with fixed 1.8-V output	ACTIVE	SLVM057	TPS61002 TINA-TI Transient Spice Model
TPS61005	Low input voltage non-synchronous boost converter with fixed 3.0-V output	ACTIVE	SLVM063	TPS61005 TINA-TI Transient Spice Model
TPS61006	Low input voltage non-synchronous boost converter with fixed 3.3-V output	ACTIVE	SLVM065	TPS61006 TINA-TI Transient Spice Model
TPS61007	Low input voltage boost converter with adjustable output with DGS package	ACTIVE	SLVM067	TPS61007 TINA-TI Transient Spice Model
TPS61020	Adjustable, 1.5-A Switch, 96% Efficient Boost Converter with Down-Mode, QFN-10	ACTIVE	SLIM028A	TPS61020 TINA-TI Transient Spice Model (Rev. A)
TPS61020	Adjustable, 1.5-A Switch, 96% Efficient Boost Converter with Down-Mode, QFN-10	ACTIVE	SLIM030	TPS61020 TINA-TI Average Spice Model
TPS61025	3.3-V Output, 1.5-A Switch, 96% Efficient Boost Converter w/ LDO Down-Mode, QFN-10	ACTIVE	SLIM064A	TPS61025 TINA-TI Transient Spice Model (Rev. A)
TPS61030	1.8Vin, 4-A Switch, 96% Efficient Boost Converter w/20µA Iq in TSSOP-16	ACTIVE	SLVM098	TPS61030 TINA-TI Transient Spice Model
TPS61031	3.3-V Output, 1-A, 96% Efficient Boost Converter w/20uA Iq in TSSOP-16	ACTIVE	SLUM115	TPS61031 TINA-TI Spice (Transient) Model
TPS61032	5-V Output, 1-A, 96% Efficient Boost Converter w/20uA Iq in TSSOP-16	ACTIVE	SLVM106	TPS61032 TINA-TI (Transient) Spice Model
TPS61040	28-V, 400-mA Switch Boost Converter in SOT-23 for LCD and White LED Applications	ACTIVE	SLVM131	TPS61040 TINA-TI Transient Spice Model
TPS61041	28-V, 250-mA Switch Boost Converter in SOT-23 for LCD and White LED Applications	ACTIVE	SLVM136	TPS61041 TINA-TI Transient Spice Model
TPS61085	18.5V, 2A, 650kHz / 1.2MHz Step-Up DC-DC Converter w/ Forced PWM Mode	ACTIVE	SLVM554	TPS61085 TINA-TI Transient Spice Model
TPS61086	18.5-V, 2-A, 2-MHz step-up DC/DC converter with forced PWM mode	ACTIVE	SLVM361	TPS61086 TINA-TI Transient Spice Model
TPS61087	18.5V, 3.2A, 650kHz / 1.2MHz Step-Up DC-DC Converter with Forced PWM Mode	ACTIVE	SLVM424	TPS61087 TINA-TI Transient Spice Model
TPS61087-Q1	18.5-V, 3.2-A, 650-kHz, 1.2-MHz step-up DC/DC converter with forced PWM mode, AEC-Q100 qualified	ACTIVE	SLVM424	TPS61087 TINA-TI Transient Spice Model
TPS61163A	Dual-channel WLED drivers for small display	ACTIVE	SLVMA43	TPS61163 TINA-TI Transient Spice Model
TPS61169	TPS61169 38-V high-current Boost WLED driver	ACTIVE	SNVMBI5	TPS61169 TINA-TI Transient Spice Model
TPS61170	1.2A Switch, 38V High Voltage Boost Converter in 2x2mm QFN Package	ACTIVE	SLVM231	TPS61170 TINA-TI Transient Spice Model
TPS61170-Q1	3-V to 18-V wide input range, 1.2-A boost converter in 2-mm x 2-mm QFN package, AEC-Q100 qualified	ACTIVE	SLVM231	TPS61170 TINA-TI Transient Spice Model
TPS61175	3-A ,40V High Voltage Boost Converter with Soft-start and Programmable Switching Frequency	ACTIVE	SLVM756	TPS61175 TINA-TI Transient Spice Model
TPS61175	3-A ,40V High Voltage Boost Converter with Soft-start and Programmable Switching Frequency	ACTIVE	SLVMBX0	TPS61175-Q1 TINA-TI Average Spice Model
TPS61175-Q1	3-A, 40-V high voltage boost converter with soft-start and programmable switching frequency	ACTIVE	SLVM756	TPS61175 TINA-TI Transient Spice Model
TPS61175-Q1	3-A, 40-V high voltage boost converter with soft-start and programmable switching frequency	ACTIVE	SLVMBX0	TPS61175-Q1 TINA-TI Average Spice Model
TPS61193	Low-EMI, high-performance 3-channel LED driver	ACTIVE	SNVMB79	TPS61193 TINA-TI Transient Spice Model
TPS61193-Q1	Low-EMI, high-performance 3-channel LED driver for Automotive lighting	ACTIVE	SNVMB79	TPS61193 TINA-TI Transient Spice Model
TPS61253	3.5-MHz, 5-V, 1.5-A load boost converter in 1.2-mm x 1.3-mm WCSP	ACTIVE	SLVM686	TPS61253 TINA-TI Transient Spice Model
TPS61254	3.5-MHz, 4.5-V, 800-mA load boost converter in 1.2-mm x 1.3-mm WCSP	ACTIVE	SLVM699	TPS61254 TINA-TI Transient Spice Model
TPS61256	3.5-MHz, 5-V, 900-mA load boost converter in 1.2-mm x 1.3-mm WCSP	ACTIVE	SLVM703	TPS61256 TINA-TI Transient Spice Model
TPS61258	3.5-MHz, 4.5-V, 1.5-A load boost converter in 1.2-mm x 1.3-mm WCSP	ACTIVE	SLVM688	TPS61258 TINA-TI Transient Spice Model
TPS61259	3.5-MHz, 5.1-V, 1.5-A load boost converter in 1.2-mm x 1.3-mm WCSP	ACTIVE	SLVM712	TPS61259 TINA-TI Transient Spice Model
TPS62060	3MHz, 1.6A Step-Down Converter in 2x2 SON Package	ACTIVE	SLVM406	TPS62060 TINA-TI Transient Spice Model
TPS62061	3MHz, 1.6A Step-Down Converter in 2x2mm SON Package, Vout=1.8V	ACTIVE	SLVM393	TPS62061 TINA-TI Transient Spice Model
TPS62063	3MHz, 1.6A Step-Down Converter in 2x2mm SON Package, Vout=3.3V	ACTIVE	SLVM396	TPS62063 TINA-TI Transient Spice Model
TPS62065	3MHz, 2A Step-Down Converter in 2x2 SON Package	ACTIVE	SLVM150	TPS62065 TINA-TI Transient Spice Model
TPS62065-Q1	3MHz, 2A Automotive Step-Down Converter in 2x2 SON Package	ACTIVE	SLVM150	TPS62065 TINA-TI Transient Spice Model
