Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
MSP430FG4270	8 MHz MCU with 32KB Flash, 256B SRAM, 16-bit sigma-delta ADC, 12-bit DAC, 2 OpAmp, 56 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG437	8 MHz MCU with 32KB Flash, 1KB SRAM, 12-bit ADC, Dual DAC, DMA, 3 OpAmp, 128 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG438	8 MHz MCU with 48KB Flash, 2KB SRAM, 12-bit ADC, Dual DAC, DMA, 3 OpAmp, 128 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG439	8 MHz MCU with 60KB Flash, 2KB SRAM, 12-bit ADC, Dual DAC, DMA, 3 OpAmp, 128 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG4616	8 MHz MCU with 92KB Flash, 4KB SRAM, 12-bit ADC, Dual DAC, DMA, 3 OpAmp, 160 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG4617	8 MHz MCU with 92KB Flash, 8KB SRAM, 12-bit ADC, Dual DAC, DMA, 3 OpAmp, 160 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG4618	8 MHz MCU with 116KB Flash, 8KB SRAM, 12-bit ADC, Dual DAC, DMA, 3 OpAmp, 160 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG4619	8 MHz MCU with 120KB Flash, 4KB SRAM, 12-bit ADC, Dual DAC, DMA, 3 OpAmp, 160 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG477	8 MHz MCU with 32KB Flash, 2KB SRAM, 16-bit sigma-delta ADC, Dual DAC, 2 OpAmp, 128 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG478	8 MHz MCU with 48KB Flash, 2KB SRAM, 16-bit sigma-delta ADC, Dual DAC, 2 OpAmp, 128 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG479	8 MHz MCU with 60KB Flash, 2KB SRAM, 16-bit sigma-delta ADC, Dual DAC, 2 OpAmp, 128 seg LCD	ACTIVE	SLAM087	MSP430 Op Amp (OA) Module SPICE/TINA Models
MSP430FG6425	25 MHz MCU with 64KB Flash, 10KB SRAM, 16-bit Sigma-Delta ADC, dual DAC, DMA, 2 OpAmp, 160 seg LCD	ACTIVE	SLAM251	MSP430FG6626 TINA-TI Spice Model
MSP430FG6426	25 MHz MCU with 128KB Flash, 10KB SRAM, 16-bit Sigma-Delta ADC, dual DAC, DMA, 2 OpAmp, 160 seg LCD	ACTIVE	SLAM251	MSP430FG6626 TINA-TI Spice Model
MSP430FG6625	25 MHz MCU with 64KB Flash, 10KB SRAM, 16-bit Sigma-Delta ADC, dual DAC, DMA, 2 OpAmp, 160 seg LCD	ACTIVE	SLAM251	MSP430FG6626 TINA-TI Spice Model
MSP430FG6626	25 MHz MCU with 128KB Flash, 10KB SRAM, 16-bit Sigma-Delta ADC, dual DAC, DMA, 2 OpAmp, 160 seg LCD	ACTIVE	SLAM251	MSP430FG6626 TINA-TI Spice Model
MSP430FR2310	16 MHz integrated analog microcontroller with 2 KB FRAM, OpAmp, TIA, comparator with DAC, 10-bit ADC	ACTIVE	SLAM332C	MSP430FR2311 SAC TINA-TI Spice Model (Rev. C)
MSP430FR2310	16 MHz integrated analog microcontroller with 2 KB FRAM, OpAmp, TIA, comparator with DAC, 10-bit ADC	ACTIVE	SLAM347	MSP430FR231x TIA TINA-TI Spice Model
MSP430FR2311	16-MHz integrated analog microcontroller with 3.75-KB FRAM, OpAmp, TIA, comparator w/DAC, 10-bit ADC	ACTIVE	SLAM332C	MSP430FR2311 SAC TINA-TI Spice Model (Rev. C)
MSP430FR2311	16-MHz integrated analog microcontroller with 3.75-KB FRAM, OpAmp, TIA, comparator w/DAC, 10-bit ADC	ACTIVE	SLAM347	MSP430FR231x TIA TINA-TI Spice Model
MSP430FR2353	24 MHz 105 C integrated analog microcontroller with 16 KB FRAM, Op-Amps/PGAs, 12-bit DACs, 12-bit AD	ACTIVE	SLAM349	MSP430FR235x SAC TINA-TI Spice Model
MSP430FR2355	24-MHz 105-C integrated analog microcontroller with 32-KB FRAM, Op-Amps/PGAs, 12-bit DACs, 12-bit AD	ACTIVE	SLAM349	MSP430FR235x SAC TINA-TI Spice Model
MUX36D08	1-pA on-state leakage current, 36-V, 8:1, precision analog mutliplexer	ACTIVE	SLAM296	MUX36D08 TINA-TI Transient Spice Model
MUX36S16	1-pA on-state leakage current, 36-V, 16:1, 1-channel, precision analog multiplexer	ACTIVE	SBOMAA6	MUX36S16 TINA-TI Transient Spice Model
MUX508	9.4-pF on-state capacitance,  36-V, 8:1, 1-channel analog multiplexer	ACTIVE	SBAM260	MUX508 TINA-TI Spice Model
MUX509	6.7-pF on-state capacitance,  36-V, 4:1, 2-channel analog multiplexer	ACTIVE	SBAM261	MUX509 TINA-TI Spice Model
OPA1013	Precision, Single-Supply Dual Operational Amplifier	ACTIVE	SBOM181A	OPA1013 TINA-TI Spice Model (Rev. A)
OPA130	Single, 1-MHz, 20-pA bias current, 530-µA power, FET operational amplifier	ACTIVE	SBOM261C	OPA130 TINA-TI Spice Model (Rev. C)
OPA131	Single, 4-MHz, 50-pA bias current, 750-µA power, FET operational amplifier	ACTIVE	SBOM262C	OPA131 Family TINA-TI Spice Model (Rev. C)
OPA132	Single SoundPlus&trade; 8-MHz, 5-pA, High Performance Audio Operational Amplifiers with FET inputs	ACTIVE	SBOM263D	OPA132 TINA-TI Spice Model (Rev. D)
OPA134	Single SoundPlus&trade; 8-MHz, 50-pA, high-performance audio op amp with FET inputs	ACTIVE	SBOM264F	OPAx134 TINA-TI Spice Model (Rev. F)
OPA137	Single, 36-V, 1-MHz operational amplifier with rail-to-rail input to V+	ACTIVE	SBOM265A	OPA137 Family TINA-TI Spice Model (Rev. A)
OPA140	Single, 11-MHz, single supply, low-noise, precision, rail-to-rail output, JFET amplifier	ACTIVE	SBOM430D	OPAx140 TINA-TI Spice Model (Rev. D)
OPA141	Single, 10-MHz, single supply, low-noise, JFET precision amplifier	ACTIVE	SBOM420E	OPAx141 TINA-TI Spice Model (Rev. E)
OPA145	Single, 5.5-MHz, high slew rate, low-noise, low-power, RRO precision JFET operational amplifier	ACTIVE	SBOMAD7B	OPA145 TINA-TI Spice Model (Rev. B)
OPA1602	Dual, SoundPlus High-Performance, Bipolar-Input Audio Op Amp	ACTIVE	SBOM453C	OPA1602 TINA-TI Spice Model (Rev. C)
OPA1604	Quad, SoundPlus High-Performance, Bipolar-Input Audio Op Amp	ACTIVE	SBOM453C	OPA1602 TINA-TI Spice Model (Rev. C)
OPA1611	1.1nV/√Hz Noise, Low Power, Precision Operational Amplifier	ACTIVE	SBOM397F	OPA161x TINA-TI SPICE Model (Rev. F)
OPA1612	SoundPlus™ Audio Operational Amplifier with 1.1nV/√Hz Noise, Low THD and Precision	ACTIVE	SBOM397F	OPA161x TINA-TI SPICE Model (Rev. F)
OPA1612-Q1	Automotive, 1.1nV/√Hz Noise, Low Power, Precision Audio Operational Amplifier	ACTIVE	SBOMBL3A	OPA1612-Q1 TINA-TI SPICE Model (Rev. A)
OPA1622	SoundPlus™ Audio Operational Amplifier with High Performance, Low THD+N and Bipolar Input	ACTIVE	SBOM957C	OPA1622 TINA-TI Spice Model (Rev. C)
OPA1632	Fully Differential I/O Audio Amplifier	ACTIVE	SBOM182C	OPA1632 TINA-TI Spice Model (Rev. C)
OPA1637	High-fidelity, high-voltage (36-V), low-noise (3.7-nV/rtHz) Burr-Brown™ audio fully-differential amp	ACTIVE	SBOMB86	OPA1637 TINA-TI SPICE Model
OPA1641	Single Sound-Plus High-Performance, JFET-Input Audio OpAmps	ACTIVE	SBOM407C	OPA1641 TINA-TI Spice Model (Rev. C)
OPA1641-Q1	Single Automotive Sound-Plus High-Performance, JFET-Input Audio Op Amps	ACTIVE	SBOM407C	OPA1641 TINA-TI Spice Model (Rev. C)
OPA1642	Dual sound-plus high-performance, JFET-input audio op amps	ACTIVE	SBOM407C	OPA1641 TINA-TI Spice Model (Rev. C)
OPA1642-Q1	Dual automotive soundplus™ high-performance, JFET-input audio op amps	ACTIVE	SBOM407C	OPA1641 TINA-TI Spice Model (Rev. C)
OPA1644	OPA1641/1642/1644 SoundPLUS™ High-Performance, JFET-Input Audio OpAmps	ACTIVE	SBOM407C	OPA1641 TINA-TI Spice Model (Rev. C)
OPA1652	Dual sound plus low noise and distortion, general-purpose, FET-input audio op amps	ACTIVE	SBOM738B	OPA1652 TINA-TI Spice Model (Rev. B)
OPA1654	Quad sound plus low noise and distortion, general-purpose, FET-input audio op amps	ACTIVE	SBOM738B	OPA1652 TINA-TI Spice Model (Rev. B)
OPA1656	SoundPlus™ ultra-low noise and distortion, Burr-Brown™ audio operational amplifier	ACTIVE	SBOMAW8B	OPA1656 TINA-TI SPICE Model (Rev. B)
OPA1662	Dual SoundPlus™ low noise (3.3nV/rtHz) and distortion (-124dB), wide bandwidth (22MHz) audio op amp	ACTIVE	SBOM736B	OPA1662 TINA-TI Spice Model (Rev. B)
OPA1662-Q1	Automotive Sound Plus, Low-Power, Low-Noise and Distortion, Audio Op Amp	ACTIVE	SBOM736B	OPA1662 TINA-TI Spice Model (Rev. B)
OPA1664	Quad sound plus low-power, low-noise and distortion, audio op amps	ACTIVE	SBOM736B	OPA1662 TINA-TI Spice Model (Rev. B)
OPA1671	Single supply, wide bandwidth (13MHz), low noise (7nV/RtHz), RRIO audio op amp	ACTIVE	SBOMAS0A	OPA1671 TINA-TI Spice Model (Rev. A)
OPA1678	Low distortion (-120 dB), low noise (4.5nV/rtHz), dual audio op amp	ACTIVE	SBOMAC4D	OPA167x TINA-TI Reference Design (Rev. D)
OPA1678	Low distortion (-120 dB), low noise (4.5nV/rtHz), dual audio op amp	ACTIVE	SBOMAC5D	OPA167x TINA-TI Spice Model (Rev. D)
OPA1679	Low distortion (-120 dB), low noise (4.5nV/rtHz), quad audio op amp	ACTIVE	SBOMAC4D	OPA167x TINA-TI Reference Design (Rev. D)
OPA1679	Low distortion (-120 dB), low noise (4.5nV/rtHz), quad audio op amp	ACTIVE	SBOMAC5D	OPA167x TINA-TI Spice Model (Rev. D)
OPA1688	36V, 10MHz, Low Distortion High Drive Rail-to-Rail Output Audio Operational Amplifiers	ACTIVE	SBOM951C	OPA1688 TINA-TI Spice Model (Rev. C)
OPA1692	SoundPlus™ Low-Power, Low-Noise, High-Performance Dual Bipolar-Input Audio Op Amp	ACTIVE	SBOMAE8B	OPA1692 TINA-TI Spice Model (Rev. B)
OPA170	Single, 36-V, 1.2-MHz, low-power operational amplifier	ACTIVE	SBOM466B	OPA170 TINA-TI Spice Model (Rev. B)
OPA170-EP	Enhanced product, single, 36-V, 1.2-MHz, low-power operational amplifier	ACTIVE	SBOM466B	OPA170 TINA-TI Spice Model (Rev. B)
OPA170-Q1	Automotive-grade, single, 36-V, 1.2-MHz, low-power operational amplifier	ACTIVE	SBOM466B	OPA170 TINA-TI Spice Model (Rev. B)
OPA171	Single, 36-V, 3-MHz, low-power operational amplifier	ACTIVE	SBOM441B	OPAy171 Family TINA-TI Spice Model (Rev. B)
OPA171-Q1	Automotive-grade, single, 36-V, 3-MHz, low-power operational amplifier	ACTIVE	SBOM441B	OPAy171 Family TINA-TI Spice Model (Rev. B)
OPA172	Single, 36-V, 10-MHz, low-power operational amplifier	ACTIVE	SBOM855A	OPA172 TINA-TI Spice Model (Rev. A)
OPA177	Precision Operational Amplifier	ACTIVE	SBOM266A	OPA177 TINA-TI Spice Model (Rev. A)
OPA180	0.1-μV/°C Drift, Low-Noise, Rail-to-Rail Output, 36-V, Zero-Drift Operational Amplifier	ACTIVE	SBOM890D	OPAx180 TINA-TI Spice Model (Rev. D)
OPA180-Q1	Automotive-Qualified 0.1μV/°C Drift, Low-Noise, RRO, 36V, Zero-Drift Op Amp	ACTIVE	SBOM890D	OPAx180 TINA-TI Spice Model (Rev. D)
OPA180-Q1	Automotive-Qualified 0.1μV/°C Drift, Low-Noise, RRO, 36V, Zero-Drift Op Amp	ACTIVE	SBOMBM4A	OPAx180-Q1 TINA-TI SPICE Model (Rev. A)
OPA187	Zero drift (10µV, 0.001µV/°C), MUX-friendly, low-noise, RRO, CMOS precision op amp	ACTIVE	SBOMAB4B	OPAx187 TINA-TI Spice Model (Rev. B)
OPA188	Precision, Low-Noise, Rail-to-Rail Output, 36V Zero-Drift Operational Amplifier	ACTIVE	SBOM807C	OPAx188 TINA-TI Spice Model (Rev. C)
OPA188-Q1	Automotive-Qualified Precision, Low-Noise, RRO, 36V, Zero-Drift Operational Amplifier	ACTIVE	SBOMC05	OPAx188-Q1 TINA-TI Spice Model
OPA189	Single, 14-MHz, mux-friendly, low-noise, zero-drift, RRO, CMOS precision operational amplifier	ACTIVE	SBOMAF1E	OPAx189 TINA-TI Spice Model (Rev. E)
OPA191	Low-Power, Precision, 36-V, e-trim CMOS Amplifier	ACTIVE	SBOM961B	OPA191 TINA-TI Spice Model (Rev. B)
OPA192	High-Voltage, Rail-to-Rail Input/Output, 5µV, 0.2µV/˚C, Precision Operational Amplifier	ACTIVE	SBOM860E	OPAx192 TINA-TI Spice Model (Rev. E)
OPA192-Q1	Automotive High-Voltage Rail-to-Rail Input/Output Precision Op Amp E-Trim&trade; Series	ACTIVE	SBOMBN3A	OPAx192-Q1 TINA-TI Spice Model (Rev. A)
OPA196	Single, 36-V, low power, all-purpose amplifier with mux-friendly input	ACTIVE	SBOMAF8D	OPAx196 TINA-TI Spice Model (Rev. D)
OPA196	Single, 36-V, low power, all-purpose amplifier with mux-friendly input	ACTIVE	SBOMBN9	OPAx196 PWM LED Drive for Immunoassay in Vitro Diagnostic Systems TINA-TI
OPA197	Single, 36-V, precision, rail-to-rail input output, low offset voltage op amp	ACTIVE	SBOMA35C	OPAx197 TINA-TI Spice Model (Rev. C)
OPA197-Q1	Single, automotive 36-V, precision, rail-to-rail input output, low offset voltage op amp	ACTIVE	SBOMC03	OPAx197-Q1 TINA-TI Spice Model
OPA1S2384	250-MHz, CMOS Transimpedance Amplifier (TIA) with Integrated Switch and Buffer	ACTIVE	SBOM837	OPA1S2384 TINA-TI Spice Model
OPA1S2385	250-MHz, CMOS Transimpedance Amplifier (TIA) with Integrated active low Switch and Buffer	ACTIVE	SBOM795	OPA1S2385 TINA-TI Spice Model
OPA202	Low noise (0.2-µVPP, 9-nV/√Hz), heavy capacitive drive (25-nF), super beta, precision op amp	ACTIVE	SBOMAH4C	OPAx202 TINA-TI SPICE Model (Rev. C)
OPA207	Low power (350µA), low noise (7.5nV/√Hz), high precision (100µV, 0.2µV/⁰C), bipolar RRO op amp	ACTIVE	SBOMAJ3A	OPA207 TINA-TI Spice Model (Rev. A)
OPA210	2.2-nV/√Hz, low-power, 36-V operational amplifier	ACTIVE	SBOMAT5A	OPAx210 TINA-TI Spice Model (Rev. A)
OPA211	1.1nV/rtHz Noise, Low-Power, Precision Operational Amplifier	ACTIVE	SBOMBW9	OPAx211 TINA-TI Spice Model
OPA211-EP	Enhanced Product 1.1nV/rtHz Noise, Low Power, Precision Operational Amplifier	ACTIVE	SBOM307F	OPAx211A TINA-TI Spice Model (Rev. F)
OPA211-HT	High Temperature 1.1nV/rtHz Noise, Low Power, Precision Operational Amplifier	ACTIVE	SBOM307F	OPAx211A TINA-TI Spice Model (Rev. F)
OPA2130	Dual, 1-MHz, 20-pA bias current, 530-µA power, FET operational amplifier	ACTIVE	SBOM261C	OPA130 TINA-TI Spice Model (Rev. C)
OPA2134	SoundPlus&trade; Audio Operational Amplifier with Low Distortion, Low Noise and Precision	ACTIVE	SBOM264F	OPAx134 TINA-TI Spice Model (Rev. F)
OPA2137	Dual, 36-V, 1-MHz operational amplifier	ACTIVE	SBJM003	OPA2137 TINA-TI Spice Model
OPA2140	11-MHz, precision, low-noise, rail-to-rail output, 36-V JFET operational amplifier	ACTIVE	SBOM430D	OPAx140 TINA-TI Spice Model (Rev. D)
OPA2141	Dual, 10-MHz, single supply, low-noise, JFET precision amplifier	ACTIVE	SBOM420E	OPAx141 TINA-TI Spice Model (Rev. E)
OPA2145	Dual, 5.5-MHz, high slew rate, low-noise, low-power, RRO precision JFET operational amplifier	ACTIVE	SBOMAD7B	OPA145 TINA-TI Spice Model (Rev. B)
OPA2156	Low noise (3-nV/√Hz @10kHz),  high speed (25-MHz,  40-V/µs), CMOS precision RRIO dual op amp	ACTIVE	SBOMAR2A	OPAx156 TINA-TI Spice Model (Rev. A)
OPA2170	Dual, 36-V, 1.2-MHz, low-power operational amplifier	ACTIVE	SBOM728	OPA2170 TINA-TI Spice Model
OPA2171	Dual, 36-V, 3-MHz, low-power operational amplifier	ACTIVE	SBOM441B	OPAy171 Family TINA-TI Spice Model (Rev. B)
OPA2171-Q1	Automotive-grade, dual, 36-V, 3-MHz, low-power operational amplifier	ACTIVE	SBOM441B	OPAy171 Family TINA-TI Spice Model (Rev. B)
OPA2172	Dual, 36-V, 10-MHz, low-power operational amplifier	ACTIVE	SBOM855A	OPA172 TINA-TI Spice Model (Rev. A)
OPA2172-Q1	Automotive-grade, dual, 36-V, 10-MHz, low-power operational amplifier	ACTIVE	SBOM855A	OPA172 TINA-TI Spice Model (Rev. A)
OPA2180	0.1 uV/°C DRIFT, Low Noise, Rail-to-Rail Output, 36V Zero-Drift Op Amp	ACTIVE	SBOM890D	OPAx180 TINA-TI Spice Model (Rev. D)
OPA2180-Q1	Automotive-Qualified 0.1 uV/°C Drift, Low Noise, RRO, 36V, Zero-Drift Op Amp	ACTIVE	SBOM890D	OPAx180 TINA-TI Spice Model (Rev. D)
OPA2180-Q1	Automotive-Qualified 0.1 uV/°C Drift, Low Noise, RRO, 36V, Zero-Drift Op Amp	ACTIVE	SBOMBM4A	OPAx180-Q1 TINA-TI SPICE Model (Rev. A)
OPA2182	Industry’s lowest offset drift (0.012 uV/˚C, max), 5.7 nV/rtHz, MUX-friendly 36V op amp	ACTIVE	SBOMB14B	OPAx182 TINA-TI Spice Model (Rev. B)
OPA2187	Zero-drift (10µV, 0.001µV/C˚), MUX-friendly, low-noise, RRO, CMOS precision op amp (dual)	ACTIVE	SBOMAB4B	OPAx187 TINA-TI Spice Model (Rev. B)
OPA2188	0.03µV/°C, 6µV Vos, Low Noise, Rail-to-Rail Output, 36V Zero-Drift Operational Amplifier	ACTIVE	SBOM807C	OPAx188 TINA-TI Spice Model (Rev. C)
OPA2188-Q1	Automotive-Qualified 0.03µV/°C Drift, 6µV Vos, Low-Noise, RRO, 36V, Zero-Drift Op Amp	ACTIVE	SBOMC05	OPAx188-Q1 TINA-TI Spice Model
OPA2189	Dual, 14-MHz, MUX-friendly, low-noise, zero-drift, RRO, CMOS precision operational amplifier	ACTIVE	SBOMAF1E	OPAx189 TINA-TI Spice Model (Rev. E)
OPA2191	Low-Power, Precision, 36-V, e-trim&trade;­ CMOS Amplifier	ACTIVE	SBOM961B	OPA191 TINA-TI Spice Model (Rev. B)
OPA2192	36-V, Precision, RRIO, Low Offset Voltage, Low Input Bias Current Op Amp With e-trim	ACTIVE	SBOM860E	OPAx192 TINA-TI Spice Model (Rev. E)
OPA2192-Q1	Automotive 36-V, Precision, RRIO, Low Offset Voltage, Low Input Bias Current Op Amp With e-trim	ACTIVE	SBOMBN3A	OPAx192-Q1 TINA-TI Spice Model (Rev. A)
OPA2196	Dual, 36-V, low power, all-purpose amplifier with mux-friendly input	ACTIVE	SBOMAF8D	OPAx196 TINA-TI Spice Model (Rev. D)
OPA2196	Dual, 36-V, low power, all-purpose amplifier with mux-friendly input	ACTIVE	SBOMBN9	OPAx196 PWM LED Drive for Immunoassay in Vitro Diagnostic Systems TINA-TI
OPA2197	Dual 36-V, precision, rail-to-rail input output, low offset voltage op amp	ACTIVE	SBOMA35C	OPAx197 TINA-TI Spice Model (Rev. C)
OPA2197-Q1	Dual automotive 36-V, precision, rail-to-rail input output, low offset voltage op amp	ACTIVE	SBOMC03	OPAx197-Q1 TINA-TI Spice Model
OPA2202	Low noise (0.2-µVPP, 9-nV/√Hz), heavy capacitive drive (25-nF), super beta, precision op amp, dual	ACTIVE	SBOMAH4C	OPAx202 TINA-TI SPICE Model (Rev. C)
OPA2205	Precision, rail-to-rail, bipolar op amp with low input bias current and low noise	ACTIVE	SBOMBP3	OPAx205A TINA-TI Spice Model
OPA2206	OVP ±40-V, low-power, low-noise, precision amplifier with e-trim™ and super beta input transistors	ACTIVE	SBOMBL6	OPAx206A TINA-TI Spice Model
OPA2210	Ultra-low noise (2.2-nV/√Hz), super beta (0.3nA), high precision (5µV, 0.1µV/°C), 36-V, dual op amp	ACTIVE	SBOMAT5A	OPAx210 TINA-TI Spice Model (Rev. A)
OPA2211-EP	1.1 nV/√Hz Noise, Low Power, Precision Operational Amplifier	ACTIVE	SBOM307F	OPAx211A TINA-TI Spice Model (Rev. F)
OPA2211-HT	1.1nV/rtHz noise, low power, precision op amp	ACTIVE	SBOM307F	OPAx211A TINA-TI Spice Model (Rev. F)
OPA2211A	1.1nV/rtHz Noise, Low Power, Precision Operational Amplifier	ACTIVE	SBOM307F	OPAx211A TINA-TI Spice Model (Rev. F)
OPA2227	Dual high precision, low noise operational amplifiers	ACTIVE	SBOM267C	OPAx227 TINA-TI Spice Model (Rev. C)
OPA2227-EP	Enhanced Product High Precision, Low Noise Operational Amplifier	ACTIVE	SBOM267C	OPAx227 TINA-TI Spice Model (Rev. C)
OPA2228	Dual, wide bandwidth, high precision, low noise operational amplifiers	ACTIVE	SBOM268B	OPAx228 TINA-TI Spice Model (Rev. B)
OPA2237	Dual Single-Supply Operational Amplifiers MicroAmplifier&trade; Series	ACTIVE	SBOMAT7	OPA237 TINA-TI Spice Model
OPA2241	Dual, 5V single-supply, micro power operational amplifiers	ACTIVE	SBOM678	OPA2241 TINA-TI Spice Model
OPA2244	Dual, 36-V, 430-kHz, low-power operational amplifier	ACTIVE	SBJM006	OPA2244 TINA-TI Spice Model
OPA2251	Dual, 15V single-supply, micro power operational amplifiers	ACTIVE	SBOM300D	OPA251 Family TINA-TI Spice Model (Rev. D)
OPA227	High Precision, Low Noise Operational Amplifiers	ACTIVE	SBOM267C	OPAx227 TINA-TI Spice Model (Rev. C)
OPA2277	10µV, 0.1µV/˚C, High-Precision, Low-Power Operational Amplifier	ACTIVE	SBOM271F	OPAx277 TINA-TI Spice Model (Rev. F)
OPA2277-EP	Enhanced Product High Precision Operational Amplifier	ACTIVE	SBOM271F	OPAx277 TINA-TI Spice Model (Rev. F)
OPA228	33-MHz, 3-nV/√Hz noise, high precision operational amplifiers	ACTIVE	SBOM268B	OPAx228 TINA-TI Spice Model (Rev. B)
OPA2300	Low-Noise, High-Speed, 16-Bit Accurate CMOS Operational Amplifier with digital shutdown	ACTIVE	SBOM509	OPA2300 TINA-TI Spice Model
OPA2301	Low-Noise, High-Speed, 16-Bit Accurate CMOS Operational Amplifier	ACTIVE	SBOM689	OPA2301 TINA-TI Spice Model
OPA2313	Dual, 5.5-V, 1-MHz, low quiescent current (50-μA), RRIO operational amplifier	ACTIVE	SBOM775A	OPA313 TINA-TI Spice Model (Rev. A)
OPA2313-Q1	Automotive-grade, dual, 5.5-V, 1-MHz, low quiescent current (50-μA), RRIO operational amplifier	ACTIVE	SBOM775A	OPA313 TINA-TI Spice Model (Rev. A)
OPA2314	Dual, 5.5-V, 3-MHz, 1.8-V min supply, low noise (14-nV/√Hz) operational amplifier	ACTIVE	SBOM464A	OPA2314 TINA-TI Spice Model (Rev. A)
OPA2314-Q1	Automotive-grade, dual, 5.5-V, 3-MHz, 1.8-V min supply, low noise (14-nV/√Hz) operational amplifier	ACTIVE	SBOM748A	OPA314 TINA-TI Spice Model (Rev. A)
OPA2316	Dual, 5.5-V, 10-MHz, low noise (11-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM886A	OPA316 TINA-TI Spice Model (Rev. A)
OPA2316	Dual, 5.5-V, 10-MHz, low noise (11-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM923	OPA2316S TINA Macromodel
OPA2316-Q1	Automotive-grade, dual, 5.5-V, 10-MHz, low noise (11-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM886A	OPA316 TINA-TI Spice Model (Rev. A)
OPA2317	Dual, Low Offset, Rail-to-Rail I/O Operational Amplifier	ACTIVE	SBOM812	OPA317 TINA-TI Spice Model
OPA2317-Q1	OPAx317-Q1 Low-Offset, Rail-to-Rail I/O Operational Amplifier	ACTIVE	SBOM812	OPA317 TINA-TI Spice Model
OPA2320	Dual, precision, zero-crossover, 20-MHz, 0.9-pA Ib, RRIO, CMOS operational amplifier	ACTIVE	SBOM438F	OPAx320 TINA-TI Spice Model (Rev. F)
OPA2320-Q1	Automotive, dual, precision, zero-crossover, 20-MHz, 0.9-pA Ib, RRIO, CMOS op amp	ACTIVE	SBOM438F	OPAx320 TINA-TI Spice Model (Rev. F)
OPA2320-Q1	Automotive, dual, precision, zero-crossover, 20-MHz, 0.9-pA Ib, RRIO, CMOS op amp	ACTIVE	SBOMBW4	OPAx320-Q1 TINA-TI Spice Model
OPA2322	Dual, 5.5-V, 20-MHz, low noise (8.5-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOM454C	OPAx322 TINA-TI Spice Model (Rev. C)
OPA2322	Dual, 5.5-V, 20-MHz, low noise (8.5-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOMAQ2	OPA322S TINA-TI Model
OPA2322-Q1	Automotive-grade, dual, 5.5-V, 20-MHz, low noise (8.5-nV/√Hz), RRIO operational amplifier	ACTIVE	SBOMBW7	OPAx322-Q1 TINA-TI Spice Model
OPA2325	Dual precision, wide bandwidth, low noise, low power ADC driving op amp with RRIO and zero-crossover	ACTIVE	SBOMA80B	OPAx325 TINA-TI Spice Model (Rev. B)
OPA2330	Dual, 1.8-V, 35-µA, micropower, precision, zero drift CMOS op amp	ACTIVE	SBOM393C	OPA330 TINA-TI Spice Model (Rev. C)
