Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM157A	TLV70230 & TLV70330 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM158A	TLV70231 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM159A	TLV70233 & TLV70333 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM160A	TLV702475 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM398A	TLV70236 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM498A	TLV70245 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM629A	TLV70235 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM713A	TLV70215 & TLV70315 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM781A	TLV702135 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBH9A	TLV70213 & TLV70313 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBI0A	TLV70213 Unencrypted PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBW0A	TLV70243 PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBW1A	TLV70243 Unencrypted PSpice Transient Model (Rev. A)
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC07	TLV70227 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC08	TLV70227 & TLV70327 PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC12	TLV70212 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC13	TLV70225 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC14	TLV70230 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC15	TLV70215 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC16	TLV70218 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC17	TLV70228 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC18	TLV70233 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC23	TLV702475 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC24	TLV70235 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC25	TLV70245 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC26	TLV70231 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC32	TLV702135 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC43	TLV70229 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC44	TLV70237 Unencrypted PSpice Transient Model
TLV702	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMC45	TLV70236 Unencrypted PSpice Transient Model
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM151A	TLV70212 & TLV70312 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM152A	TLV70218 & TLV70318 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM154A	TLV70225 & TLV70325 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM156A	TLV70229 & TLV70329 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM157A	TLV70230 & TLV70330 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM158A	TLV70231 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM159A	TLV70233 & TLV70333 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM398A	TLV70236 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM498A	TLV70245 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVM713A	TLV70215 & TLV70315 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBB1A	TLV702125 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBB2A	TLV702125 Unencrypted PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBB3A	TLV702285 PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBB4A	TLV702285 Unencrypted PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBB5A	TLV70232 Unencrypted PSpice Transient Model (Rev. A)
TLV702-Q1	Automotive 300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SLVMBB6B	TLV70232 PSpice Transient Model (Rev. B)
TLV7021	Low power, small size comparator with open-drain output	ACTIVE	SLVMDN4	TLV7021 and TLV7022 PSpice Model
TLV7022	Micropower small size comparator (dual, open-drain output)	ACTIVE	SLVMDN4	TLV7021 and TLV7022 PSpice Model
TLV702P	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SLVM153	TLV70220P PSpice Transient Model
TLV702P	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SLVM159A	TLV70233 & TLV70333 PSpice Transient Model (Rev. A)
TLV702P	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SLVM713A	TLV70215 & TLV70315 PSpice Transient Model (Rev. A)
TLV702P	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SLVM772	TLV70242 PSpice Transient Model
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM151A	TLV70212 & TLV70312 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM152A	TLV70218 & TLV70318 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM154A	TLV70225 & TLV70325 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM155A	TLV70228 & TLV70328 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM156A	TLV70229 & TLV70329 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM157A	TLV70230 & TLV70330 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM159A	TLV70233 & TLV70333 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVM713A	TLV70215 & TLV70315 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVMBH9A	TLV70213 & TLV70313 PSpice Transient Model (Rev. A)
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVMC08	TLV70227 & TLV70327 PSpice Transient Model
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVMC81	TLV70311 PSpice Transient Model
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVMC82	TLV70310 PSpice Transient Model
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVMC83	TLV70311 Unencrypted PSpice Transient Model
TLV703	300-mA, high-PSRR, low-IQ, low-dropout voltage regulator	ACTIVE	SLVMC84	TLV70310 Unencrypted PSpice Transient Model
TLV7031	Nanopower, small size comparator with push-pull output	ACTIVE	SLVMDG0	PSpice Model for TLV7031
TLV7031-Q1	Automotive nano power comparator with push-pull output	ACTIVE	SLVMDG0	PSpice Model for TLV7031
TLV7032	Dual nanopower, small size comparator with push-pull output	ACTIVE	SLVMDG0	PSpice Model for TLV7031
TLV7034	Quad nanopower, small size comparator with push-pull output	ACTIVE	SLVMDH3	TLV703X PSpice Model
TLV7034-Q1	Automotive nano power quad comparator with push-pull output	ACTIVE	SLVMDH3	TLV703X PSpice Model
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM025A	TLV70430 PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM026A	TLV70433 PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM027A	TLV70436 PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM028A	TLV70450 PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM589A	TLV70450 Unencrypted PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM590A	TLV70436 Unencrypted PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM591A	TLV70430 Unencrypted PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM592A	TLV70433 Unencrypted PSpice Transient Model (Rev. A)
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM630	TLV704345 Unencrypted PSpice Transient Model
TLV704	150-mA, 24-V, ultra-low-IQ, low-dropout voltage regulator	ACTIVE	SBVM631	TLV704345 PSpice Transient Model
TLV7041	Nanopower, small size comparator with open-drain output	ACTIVE	SLVMDD6	PSpice Model for TLV7041
TLV7041	Nanopower, small size comparator with open-drain output	ACTIVE	SLVMDH0	PSpice Model for TLV704x
TLV7041-Q1	Automotive nano power comparator with open-drain output	ACTIVE	SLVMDH0	PSpice Model for TLV704x
TLV7042	Dual nanopower small-size comparator with open-drain output	ACTIVE	SLVMDH0	PSpice Model for TLV704x
TLV7044	Quad nanopower, small size comparator with open-drain output	ACTIVE	SLVMDH0	PSpice Model for TLV704x
TLV7044-Q1	Automotive nano power quad comparator with open-drain output	ACTIVE	SLVMDH0	PSpice Model for TLV704x
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM045	TLV70518 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM046	TLV70528 PSPICE Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM064	TLV70533 Pspice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM124	TLV70525 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM125	TLV70530 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM178	TLV705185 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM286	TLV70512 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM287	TLV70515 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM288	TLV705285 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM289	TLV70534 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM290	TLV70536 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM436	TLV70507 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM437	TLV70548 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM467	TLV70548 Unencrypted PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM468	TLV70507 Unencrypted PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM655	TLV705075 Unencrypted PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM656	TLV705075 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM657	TLV70509 PSpice Transient Model
TLV705	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with low-noise & enable	ACTIVE	SBVM658	TLV70509 Unencrypted PSpice Transient Model
TLV705P	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM045	TLV70518 PSpice Transient Model
TLV705P	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM064	TLV70533 Pspice Transient Model
TLV705P	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM124	TLV70525 PSpice Transient Model
TLV705P	200-mA, high-PSRR, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM125	TLV70530 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM012B	TLV70728 PSpice Transient Model (Rev. B)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM013B	TLV70718 PSpice Transient Model (Rev. B)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM014B	TLV707285 PSpice Transient Model (Rev. B)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM015B	TLV70730 PSpice Transient Model (Rev. B)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM016B	TLV70733 PSpice Transient Model (Rev. B)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM179	TLV707185 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM223A	TLV70736 PSpice Transient Model (Rev. A)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM232A	TLV70725 PSpice Transient Model (Rev. A)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM233A	TLV70734 PSpice Transient Model (Rev. A)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM238A	TLV70710 PSpice Transient Model (Rev. A)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM239A	TLV70726 PSpice Transient Model (Rev. A)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM240A	TLV70729 PSpice Transient Model (Rev. A)
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM264	TLV707085 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM275	TLV707115 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM339	TLV70731 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM360	TLV70732 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM429	TLV707335 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM435	TLV70717 PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM469	TLV70717 Unencrypted PSpice Transient Model
TLV707	200-mA, low-IQ, low-dropout voltage regulator with enable	ACTIVE	SBVM477	TLV707335 Unencrypted PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM012B	TLV70728 PSpice Transient Model (Rev. B)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM013B	TLV70718 PSpice Transient Model (Rev. B)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM014B	TLV707285 PSpice Transient Model (Rev. B)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM015B	TLV70730 PSpice Transient Model (Rev. B)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM016B	TLV70733 PSpice Transient Model (Rev. B)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM126	TLV70715 PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM146	TLV70712 PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM151	TLV707125 PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM179	TLV707185 PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM185	TLV70719 PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM223A	TLV70736 PSpice Transient Model (Rev. A)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM232A	TLV70725 PSpice Transient Model (Rev. A)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM233A	TLV70734 PSpice Transient Model (Rev. A)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM238A	TLV70710 PSpice Transient Model (Rev. A)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM239A	TLV70726 PSpice Transient Model (Rev. A)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM240A	TLV70729 PSpice Transient Model (Rev. A)
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM433	TLV70711P PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM478	TLV70711P Unencrypted PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM624	TLV70727P Unencrypted PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM625	TLV70727P PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM802	TLV707135P Unencrypted PSpice Transient Model
TLV707P	200-mA, low-IQ, low-dropout voltage regulator with enable & active output discharge	ACTIVE	SBVM803	TLV707135P PSpice Transient Model
TLV710	200-mA, low-IQ, high-PSRR, dual-channel low-dropout voltage regulator with enable	ACTIVE	SBVM038	TLV7103318 PSpice Transient Model
TLV710	200-mA, low-IQ, high-PSRR, dual-channel low-dropout voltage regulator with enable	ACTIVE	SBVM297	TLV7101828 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM017	TLV71125125 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM018	TLV7111233 PSpice Transient
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM019	TLV7112525 PSpice Transient
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM020	TLV7113333 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM066	TLV7111518D PSpice Transient
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM067	TLV7111833D PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM068	TLV711285285D PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM081	TLV7113318 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM082	TLV7113030D PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM087	TLV7111323 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM104	TLV71128518 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM107	TLV7113330 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM132	TLV7111533 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM133	TLV71133285 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM189	TLV7111333 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM265	TLV7113025 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM266	TLV7111812 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM267	TLV7111225 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM315	TLV7111930 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM431	TLV7111830 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM479	TLV7111830 Unencrypted PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM725	TLV71128512 PSpice Transient Model
TLV711	200-mA, high-PSRR, dual-channel low-dropout voltage regulator with enable & active pulldown	ACTIVE	SBVM726	TLV71128512 Unencrypted PSpice Transient Model
TLV712	300-mA, high-PSRR, low-IQ, low-VOUT, low-dropout voltage regulator with enable	ACTIVE	SBVM021	TLV71209 PSpice Transient Model
TLV712	300-mA, high-PSRR, low-IQ, low-VOUT, low-dropout voltage regulator with enable	ACTIVE	SBVM022	TLV71210 PSpice Transient Model
TLV712	300-mA, high-PSRR, low-IQ, low-VOUT, low-dropout voltage regulator with enable	ACTIVE	SBVM174	TLV71211 PSpice Transient Model
TLV713	150-mA, capacitor-free low-dropout voltage regulator with enable	ACTIVE	SBVM228A	TLV71325 PSpice Transient Model (Rev. A)
TLV713	150-mA, capacitor-free low-dropout voltage regulator with enable	ACTIVE	SBVM272A	TLV71320 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM225A	TLV71312 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM226A	TLV71315 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM227A	TLV71318 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM228A	TLV71325 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM229A	TLV71328 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM230A	TLV71330 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM231A	TLV71333 PSpice Transient Model (Rev. A)
TLV713P	150-mA, capacitor-free low-dropout voltage regulator with active output discharge & enable	ACTIVE	SBVM236A	TLV713285 PSpice Transient Model (Rev. A)
